name,product,quantity,unitary_value
Homer J. S.,Product 3,652,0.6
Jack S.,Product 6,59,0.8
D. Trump,Product 6,1837,0.8
Homer J. S.,Product 5,1107,0.75
John Doo,Product 8,1741,1.15
Meliana T.,Product 2,2348,0.55
Vlad P.,Product 4,1730,0.7
John Doo,Product 4,2097,0.7
Jack S.,Product 7,2323,1
Bart S.,Product 1,1567,0.5
Winston C,Product 9,1960,2
John Doo,Product 4,615,0.7
Homer J. S.,Product 8,1577,1.15
Vlad P.,Product 6,1342,0.8
Bart S.,Product 10,2038,5
Vlad P.,Product 8,1282,1.15
Winston C,Product 10,1123,5
D. Trump,Product 8,2478,1.15
D. Trump,Product 5,440,0.75
Bart S.,Product 10,1179,5
John Doo,Product 4,934,0.7
Jack S.,Product 3,757,0.6
Meliana T.,Product 10,1244,5
Bart S.,Product 1,481,0.5
Homer J. S.,Product 9,2152,2
Meliana T.,Product 8,868,1.15
Winston C,Product 7,1120,1
John Doo,Product 3,156,0.6
John Doo,Product 4,1007,0.7
Jack S.,Product 2,2087,0.55
Bart S.,Product 8,358,1.15
Homer J. S.,Product 8,179,1.15
Vlad P.,Product 2,561,0.55
John Doo,Product 1,289,0.5
Homer J. S.,Product 2,1191,0.55
Jack S.,Product 5,614,0.75
D. Trump,Product 1,1966,0.5
Vlad P.,Product 3,1193,0.6
Vlad P.,Product 6,561,0.8
D. Trump,Product 1,1866,0.5
Homer J. S.,Product 1,886,0.5
Winston C,Product 5,706,0.75
Bart S.,Product 3,860,0.6
Homer J. S.,Product 3,2178,0.6
Jack S.,Product 4,2351,0.7
John Doo,Product 10,2445,5
Bart S.,Product 4,1899,0.7
John Doo,Product 9,928,2
Bart S.,Product 6,2252,0.8
Jack S.,Product 1,523,0.5
John Doo,Product 2,1100,0.55
Homer J. S.,Product 8,1182,1.15
Meliana T.,Product 8,782,1.15
D. Trump,Product 5,1622,0.75
Bart S.,Product 7,2394,1
Vlad P.,Product 9,667,2
Bart S.,Product 8,40,1.15
John Doo,Product 3,660,0.6
Winston C,Product 1,2137,0.5
John Doo,Product 7,134,1
D. Trump,Product 2,1647,0.55
John Doo,Product 3,1571,0.6
D. Trump,Product 1,2074,0.5
Vlad P.,Product 1,1063,0.5
John Doo,Product 8,157,1.15
Bart S.,Product 2,255,0.55
Meliana T.,Product 7,1747,1
D. Trump,Product 2,518,0.55
D. Trump,Product 5,1855,0.75
Homer J. S.,Product 8,1298,1.15
Bart S.,Product 9,1539,2
Vlad P.,Product 6,484,0.8
Jack S.,Product 2,1760,0.55
Jack S.,Product 2,2436,0.55
Winston C,Product 2,578,0.55
Meliana T.,Product 1,1808,0.5
D. Trump,Product 6,1138,0.8
D. Trump,Product 9,1455,2
Bart S.,Product 6,374,0.8
D. Trump,Product 4,1364,0.7
Vlad P.,Product 1,681,0.5
Winston C,Product 7,2430,1
Homer J. S.,Product 4,1359,0.7
Jack S.,Product 9,2303,2
Bart S.,Product 4,752,0.7
Homer J. S.,Product 6,114,0.8
Winston C,Product 4,310,0.7
D. Trump,Product 5,376,0.75
Winston C,Product 2,2134,0.55
D. Trump,Product 9,1828,2
D. Trump,Product 2,723,0.55
Homer J. S.,Product 9,883,2
Meliana T.,Product 2,1456,0.55
Winston C,Product 10,2449,5
D. Trump,Product 2,1338,0.55
John Doo,Product 3,2392,0.6
Winston C,Product 1,1554,0.5
Winston C,Product 8,2361,1.15
Meliana T.,Product 6,1219,0.8
Jack S.,Product 1,1688,0.5
Jack S.,Product 9,1916,2
Bart S.,Product 8,1072,1.15
D. Trump,Product 4,1943,0.7
John Doo,Product 4,257,0.7
John Doo,Product 8,2490,1.15
Jack S.,Product 1,859,0.5
Vlad P.,Product 8,750,1.15
D. Trump,Product 5,43,0.75
D. Trump,Product 8,1140,1.15
Winston C,Product 4,531,0.7
Jack S.,Product 6,193,0.8
Homer J. S.,Product 7,1507,1
D. Trump,Product 3,2267,0.6
John Doo,Product 2,694,0.55
Homer J. S.,Product 8,1795,1.15
Jack S.,Product 9,2428,2
Vlad P.,Product 9,954,2
Vlad P.,Product 1,253,0.5
Meliana T.,Product 3,792,0.6
Meliana T.,Product 6,866,0.8
Homer J. S.,Product 4,1077,0.7
Bart S.,Product 5,1555,0.75
D. Trump,Product 9,740,2
Meliana T.,Product 8,261,1.15
Homer J. S.,Product 10,1469,5
Winston C,Product 8,1519,1.15
D. Trump,Product 2,1763,0.55
Homer J. S.,Product 6,1449,0.8
Homer J. S.,Product 3,2355,0.6
Bart S.,Product 10,2181,5
John Doo,Product 6,2188,0.8
John Doo,Product 9,656,2
Bart S.,Product 2,554,0.55
Winston C,Product 9,1126,2
John Doo,Product 1,943,0.5
Homer J. S.,Product 6,1741,0.8
John Doo,Product 7,1033,1
Jack S.,Product 3,2284,0.6
Bart S.,Product 1,1873,0.5
Winston C,Product 6,445,0.8
Homer J. S.,Product 7,405,1
Jack S.,Product 7,1054,1
Meliana T.,Product 3,545,0.6
Jack S.,Product 6,1567,0.8
D. Trump,Product 3,1129,0.6
John Doo,Product 3,1440,0.6
Meliana T.,Product 5,731,0.75
D. Trump,Product 4,799,0.7
Homer J. S.,Product 2,729,0.55
Bart S.,Product 10,2447,5
Vlad P.,Product 6,2425,0.8
D. Trump,Product 2,1670,0.55
John Doo,Product 6,760,0.8
Jack S.,Product 7,1359,1
Homer J. S.,Product 1,242,0.5
Bart S.,Product 5,533,0.75
Winston C,Product 3,1352,0.6
John Doo,Product 6,2304,0.8
D. Trump,Product 3,2189,0.6
Bart S.,Product 5,18,0.75
Winston C,Product 8,664,1.15
Homer J. S.,Product 2,1830,0.55
Meliana T.,Product 9,862,2
John Doo,Product 10,1842,5
Bart S.,Product 8,2207,1.15
Winston C,Product 10,1168,5
Homer J. S.,Product 10,193,5
Homer J. S.,Product 4,1570,0.7
Jack S.,Product 7,644,1
Vlad P.,Product 9,1793,2
Bart S.,Product 7,2120,1
Bart S.,Product 10,1867,5
D. Trump,Product 1,1932,0.5
Vlad P.,Product 7,111,1
Winston C,Product 2,640,0.55
John Doo,Product 4,2118,0.7
Homer J. S.,Product 2,519,0.55
Bart S.,Product 6,1324,0.8
Jack S.,Product 5,500,0.75
D. Trump,Product 3,2076,0.6
John Doo,Product 8,1470,1.15
John Doo,Product 10,128,5
D. Trump,Product 3,1640,0.6
Meliana T.,Product 8,502,1.15
Bart S.,Product 3,2459,0.6
Meliana T.,Product 9,2193,2
Winston C,Product 5,315,0.75
Homer J. S.,Product 9,1677,2
Vlad P.,Product 10,801,5
Vlad P.,Product 7,559,1
D. Trump,Product 10,831,5
Jack S.,Product 8,725,1.15
D. Trump,Product 6,2075,0.8
D. Trump,Product 10,985,5
D. Trump,Product 3,1860,0.6
D. Trump,Product 4,1117,0.7
D. Trump,Product 1,2112,0.5
Jack S.,Product 8,1876,1.15
Jack S.,Product 9,1958,2
Jack S.,Product 8,932,1.15
Winston C,Product 1,1010,0.5
Jack S.,Product 3,1047,0.6
Jack S.,Product 10,2497,5
D. Trump,Product 4,1623,0.7
Homer J. S.,Product 1,273,0.5
Bart S.,Product 7,364,1
John Doo,Product 2,2130,0.55
Winston C,Product 2,1148,0.55
D. Trump,Product 9,1205,2
Homer J. S.,Product 8,2497,1.15
Bart S.,Product 2,716,0.55
John Doo,Product 6,282,0.8
Homer J. S.,Product 5,8,0.75
Winston C,Product 2,843,0.55
D. Trump,Product 6,877,0.8
Bart S.,Product 7,1672,1
Homer J. S.,Product 4,1032,0.7
Homer J. S.,Product 8,1818,1.15
John Doo,Product 8,1867,1.15
John Doo,Product 3,1463,0.6
Winston C,Product 6,82,0.8
Jack S.,Product 7,743,1
Homer J. S.,Product 4,164,0.7
Homer J. S.,Product 7,1607,1
John Doo,Product 5,1163,0.75
Bart S.,Product 4,290,0.7
Homer J. S.,Product 2,629,0.55
Vlad P.,Product 1,419,0.5
Bart S.,Product 7,1280,1
D. Trump,Product 6,2245,0.8
Winston C,Product 4,1929,0.7
Jack S.,Product 7,2303,1
John Doo,Product 9,1704,2
Jack S.,Product 10,1248,5
Jack S.,Product 5,481,0.75
Homer J. S.,Product 4,701,0.7
Homer J. S.,Product 1,307,0.5
Meliana T.,Product 10,1841,5
Winston C,Product 2,721,0.55
Meliana T.,Product 1,2026,0.5
Bart S.,Product 4,698,0.7
Vlad P.,Product 10,535,5
Homer J. S.,Product 6,44,0.8
D. Trump,Product 4,1079,0.7
Vlad P.,Product 9,1183,2
Homer J. S.,Product 4,2463,0.7
Bart S.,Product 5,279,0.75
John Doo,Product 9,856,2
Homer J. S.,Product 4,849,0.7
Homer J. S.,Product 6,501,0.8
Vlad P.,Product 6,629,0.8
Homer J. S.,Product 4,1850,0.7
Vlad P.,Product 4,829,0.7
John Doo,Product 6,344,0.8
Homer J. S.,Product 5,392,0.75
Jack S.,Product 7,646,1
John Doo,Product 10,881,5
Winston C,Product 1,1477,0.5
Winston C,Product 2,556,0.55
Meliana T.,Product 1,513,0.5
Vlad P.,Product 3,548,0.6
Winston C,Product 7,1825,1
Jack S.,Product 3,1702,0.6
Bart S.,Product 9,1098,2
Bart S.,Product 5,300,0.75
Winston C,Product 10,723,5
Homer J. S.,Product 8,1281,1.15
Winston C,Product 4,1528,0.7
Bart S.,Product 2,312,0.55
Winston C,Product 1,759,0.5
Vlad P.,Product 4,266,0.7
D. Trump,Product 2,32,0.55
Winston C,Product 2,1180,0.55
John Doo,Product 8,1539,1.15
Meliana T.,Product 4,497,0.7
Winston C,Product 1,1237,0.5
D. Trump,Product 7,1065,1
Bart S.,Product 4,222,0.7
Bart S.,Product 10,2392,5
Bart S.,Product 1,215,0.5
Homer J. S.,Product 2,649,0.55
Vlad P.,Product 10,257,5
Vlad P.,Product 10,883,5
Vlad P.,Product 8,2150,1.15
Winston C,Product 2,2292,0.55
Bart S.,Product 4,1971,0.7
D. Trump,Product 5,1520,0.75
Homer J. S.,Product 4,1630,0.7
John Doo,Product 5,1697,0.75
Homer J. S.,Product 8,1003,1.15
John Doo,Product 5,868,0.75
Homer J. S.,Product 5,1384,0.75
Jack S.,Product 6,104,0.8
John Doo,Product 1,93,0.5
Winston C,Product 10,1279,5
John Doo,Product 10,1061,5
D. Trump,Product 9,854,2
D. Trump,Product 9,1863,2
Winston C,Product 6,947,0.8
Meliana T.,Product 6,469,0.8
Jack S.,Product 10,2175,5
Jack S.,Product 5,2054,0.75
Homer J. S.,Product 2,1767,0.55
Jack S.,Product 7,1823,1
Winston C,Product 5,412,0.75
Vlad P.,Product 6,1780,0.8
Homer J. S.,Product 3,493,0.6
Winston C,Product 6,764,0.8
John Doo,Product 7,1970,1
Jack S.,Product 8,955,1.15
D. Trump,Product 9,1252,2
Meliana T.,Product 7,2010,1
Jack S.,Product 3,912,0.6
Bart S.,Product 7,1923,1
John Doo,Product 2,845,0.55
Vlad P.,Product 2,985,0.55
Jack S.,Product 5,637,0.75
Winston C,Product 7,1408,1
Winston C,Product 10,1054,5
Vlad P.,Product 2,2308,0.55
John Doo,Product 9,1100,2
Vlad P.,Product 6,1843,0.8
Meliana T.,Product 5,1770,0.75
Homer J. S.,Product 9,1809,2
Bart S.,Product 7,164,1
John Doo,Product 9,536,2
Homer J. S.,Product 8,2114,1.15
D. Trump,Product 5,26,0.75
Bart S.,Product 6,349,0.8
Homer J. S.,Product 6,1578,0.8
Meliana T.,Product 4,1520,0.7
Vlad P.,Product 4,749,0.7
Winston C,Product 3,659,0.6
Vlad P.,Product 7,2467,1
D. Trump,Product 10,1125,5
Jack S.,Product 1,1555,0.5
Homer J. S.,Product 7,2379,1
Jack S.,Product 2,2333,0.55
Bart S.,Product 9,641,2
Jack S.,Product 8,905,1.15
D. Trump,Product 5,1755,0.75
Vlad P.,Product 2,638,0.55
Homer J. S.,Product 2,1050,0.55
Winston C,Product 3,766,0.6
Meliana T.,Product 2,2328,0.55
D. Trump,Product 1,27,0.5
Meliana T.,Product 5,1219,0.75
D. Trump,Product 4,2416,0.7
Jack S.,Product 7,297,1
Homer J. S.,Product 2,2242,0.55
John Doo,Product 1,1654,0.5
Meliana T.,Product 1,1887,0.5
D. Trump,Product 4,391,0.7
Bart S.,Product 8,144,1.15
D. Trump,Product 10,313,5
John Doo,Product 7,1619,1
Homer J. S.,Product 4,1127,0.7
Bart S.,Product 4,1441,0.7
Bart S.,Product 2,1960,0.55
D. Trump,Product 9,690,2
Bart S.,Product 10,2260,5
D. Trump,Product 6,2382,0.8
Bart S.,Product 8,1330,1.15
John Doo,Product 2,757,0.55
Vlad P.,Product 3,174,0.6
Vlad P.,Product 2,501,0.55
Jack S.,Product 1,924,0.5
John Doo,Product 2,2407,0.55
Vlad P.,Product 3,693,0.6
Meliana T.,Product 7,353,1
Vlad P.,Product 6,650,0.8
Bart S.,Product 7,2263,1
Winston C,Product 6,1091,0.8
Vlad P.,Product 5,1342,0.75
Homer J. S.,Product 10,1621,5
John Doo,Product 6,716,0.8
Bart S.,Product 4,1211,0.7
Homer J. S.,Product 4,1742,0.7
D. Trump,Product 10,2208,5
Homer J. S.,Product 3,2441,0.6
Meliana T.,Product 5,2486,0.75
D. Trump,Product 8,870,1.15
Homer J. S.,Product 6,2281,0.8
Vlad P.,Product 3,461,0.6
D. Trump,Product 10,62,5
Bart S.,Product 1,1230,0.5
Homer J. S.,Product 2,495,0.55
Jack S.,Product 3,870,0.6
D. Trump,Product 5,2092,0.75
Winston C,Product 5,902,0.75
Meliana T.,Product 6,2187,0.8
John Doo,Product 6,1924,0.8
Jack S.,Product 8,1875,1.15
Winston C,Product 3,2320,0.6
Meliana T.,Product 1,827,0.5
D. Trump,Product 3,182,0.6
D. Trump,Product 7,2158,1
Vlad P.,Product 8,443,1.15
D. Trump,Product 7,518,1
Jack S.,Product 10,1637,5
Jack S.,Product 6,307,0.8
Homer J. S.,Product 2,196,0.55
Meliana T.,Product 8,1070,1.15
Meliana T.,Product 7,1902,1
D. Trump,Product 9,1574,2
John Doo,Product 8,1969,1.15
John Doo,Product 8,1315,1.15
Vlad P.,Product 7,1574,1
Homer J. S.,Product 7,482,1
Vlad P.,Product 3,88,0.6
Winston C,Product 9,1664,2
Vlad P.,Product 1,1206,0.5
Homer J. S.,Product 9,1214,2
Bart S.,Product 9,1862,2
John Doo,Product 4,2308,0.7
Bart S.,Product 6,159,0.8
Winston C,Product 3,547,0.6
Meliana T.,Product 4,1834,0.7
John Doo,Product 8,595,1.15
D. Trump,Product 4,27,0.7
John Doo,Product 5,1111,0.75
D. Trump,Product 10,176,5
Meliana T.,Product 9,711,2
Winston C,Product 6,338,0.8
D. Trump,Product 4,2277,0.7
Homer J. S.,Product 4,134,0.7
Winston C,Product 5,690,0.75
Vlad P.,Product 6,1299,0.8
D. Trump,Product 1,132,0.5
Meliana T.,Product 8,156,1.15
Bart S.,Product 2,658,0.55
Jack S.,Product 7,140,1
Vlad P.,Product 10,2332,5
D. Trump,Product 6,2131,0.8
Winston C,Product 4,543,0.7
Meliana T.,Product 8,1460,1.15
John Doo,Product 7,1095,1
Winston C,Product 5,2047,0.75
Homer J. S.,Product 9,1711,2
Bart S.,Product 10,2212,5
Homer J. S.,Product 5,1158,0.75
John Doo,Product 1,55,0.5
Meliana T.,Product 2,1074,0.55
Winston C,Product 7,23,1
John Doo,Product 6,2095,0.8
John Doo,Product 5,51,0.75
Meliana T.,Product 5,1193,0.75
Homer J. S.,Product 10,508,5
Jack S.,Product 8,862,1.15
Homer J. S.,Product 6,1851,0.8
Homer J. S.,Product 6,575,0.8
Meliana T.,Product 8,2254,1.15
Winston C,Product 8,600,1.15
Vlad P.,Product 5,66,0.75
Homer J. S.,Product 2,1134,0.55
Vlad P.,Product 7,2271,1
Bart S.,Product 1,2246,0.5
Jack S.,Product 1,847,0.5
John Doo,Product 6,1977,0.8
Jack S.,Product 6,341,0.8
John Doo,Product 2,1225,0.55
Bart S.,Product 3,2188,0.6
Jack S.,Product 1,1954,0.5
Homer J. S.,Product 1,1800,0.5
D. Trump,Product 4,918,0.7
Bart S.,Product 2,92,0.55
Homer J. S.,Product 1,2048,0.5
Vlad P.,Product 7,2219,1
Jack S.,Product 4,152,0.7
Jack S.,Product 2,1453,0.55
Bart S.,Product 4,1667,0.7
Vlad P.,Product 7,1899,1
Bart S.,Product 3,557,0.6
Winston C,Product 8,573,1.15
Vlad P.,Product 5,499,0.75
Meliana T.,Product 8,2339,1.15
Vlad P.,Product 10,739,5
D. Trump,Product 8,1224,1.15
John Doo,Product 7,847,1
Winston C,Product 9,2116,2
Winston C,Product 4,198,0.7
John Doo,Product 10,365,5
Vlad P.,Product 3,1014,0.6
D. Trump,Product 3,2005,0.6
Meliana T.,Product 5,312,0.75
D. Trump,Product 6,2251,0.8
Bart S.,Product 6,2079,0.8
John Doo,Product 2,1914,0.55
Vlad P.,Product 7,2066,1
Jack S.,Product 6,804,0.8
Meliana T.,Product 4,1908,0.7
Vlad P.,Product 1,87,0.5
John Doo,Product 3,483,0.6
Vlad P.,Product 2,2383,0.55
Bart S.,Product 1,1362,0.5
Meliana T.,Product 9,1172,2
Bart S.,Product 2,446,0.55
Vlad P.,Product 8,2390,1.15
Vlad P.,Product 10,601,5
D. Trump,Product 7,1335,1
John Doo,Product 9,1082,2
Meliana T.,Product 2,1518,0.55
Homer J. S.,Product 8,627,1.15
Vlad P.,Product 6,879,0.8
Bart S.,Product 7,1161,1
Bart S.,Product 6,1946,0.8
Winston C,Product 9,392,2
John Doo,Product 6,1474,0.8
Meliana T.,Product 8,966,1.15
Winston C,Product 10,1535,5
John Doo,Product 6,455,0.8
Winston C,Product 5,509,0.75
D. Trump,Product 5,378,0.75
Homer J. S.,Product 2,1685,0.55
Homer J. S.,Product 3,944,0.6
Jack S.,Product 1,1707,0.5
John Doo,Product 8,1248,1.15
Bart S.,Product 7,1957,1
John Doo,Product 2,2173,0.55
D. Trump,Product 1,277,0.5
D. Trump,Product 9,1004,2
Homer J. S.,Product 2,328,0.55
John Doo,Product 6,1145,0.8
Vlad P.,Product 5,719,0.75
Homer J. S.,Product 1,2401,0.5
Meliana T.,Product 9,2465,2
Winston C,Product 10,327,5
D. Trump,Product 1,162,0.5
John Doo,Product 9,2291,2
Winston C,Product 8,241,1.15
Jack S.,Product 10,1667,5
Winston C,Product 5,572,0.75
Jack S.,Product 7,1991,1
Meliana T.,Product 8,640,1.15
John Doo,Product 7,446,1
Bart S.,Product 9,1375,2
Bart S.,Product 3,628,0.6
John Doo,Product 5,627,0.75
John Doo,Product 1,1395,0.5
Bart S.,Product 10,1230,5
Vlad P.,Product 8,1243,1.15
Winston C,Product 5,1271,0.75
Meliana T.,Product 8,1404,1.15
Homer J. S.,Product 6,1075,0.8
Meliana T.,Product 7,1945,1
Homer J. S.,Product 7,785,1
Bart S.,Product 10,1246,5
Homer J. S.,Product 6,959,0.8
Vlad P.,Product 2,421,0.55
D. Trump,Product 1,480,0.5
Homer J. S.,Product 4,919,0.7
Meliana T.,Product 8,467,1.15
Vlad P.,Product 9,801,2
Jack S.,Product 7,1523,1
John Doo,Product 4,490,0.7
John Doo,Product 9,260,2
Homer J. S.,Product 3,1994,0.6
Homer J. S.,Product 2,2436,0.55
Homer J. S.,Product 5,2252,0.75
John Doo,Product 3,313,0.6
Homer J. S.,Product 4,794,0.7
Jack S.,Product 1,1351,0.5
Winston C,Product 1,1695,0.5
D. Trump,Product 5,257,0.75
Winston C,Product 7,3,1
Winston C,Product 2,2378,0.55
Homer J. S.,Product 8,673,1.15
Vlad P.,Product 3,1012,0.6
Meliana T.,Product 9,2389,2
D. Trump,Product 4,181,0.7
Meliana T.,Product 4,757,0.7
Bart S.,Product 8,277,1.15
Meliana T.,Product 2,2182,0.55
Jack S.,Product 6,816,0.8
John Doo,Product 8,1166,1.15
D. Trump,Product 8,848,1.15
Vlad P.,Product 5,2352,0.75
Bart S.,Product 3,541,0.6
Vlad P.,Product 9,1224,2
Homer J. S.,Product 5,1706,0.75
Bart S.,Product 7,1729,1
Vlad P.,Product 4,1345,0.7
John Doo,Product 9,124,2
Jack S.,Product 4,986,0.7
Meliana T.,Product 4,1888,0.7
Jack S.,Product 6,1701,0.8
Meliana T.,Product 8,621,1.15
D. Trump,Product 5,866,0.75
Winston C,Product 1,1187,0.5
Homer J. S.,Product 10,709,5
D. Trump,Product 1,247,0.5
Vlad P.,Product 9,2051,2
John Doo,Product 6,889,0.8
Bart S.,Product 1,1995,0.5
Meliana T.,Product 4,1895,0.7
Jack S.,Product 7,442,1
Jack S.,Product 6,440,0.8
Bart S.,Product 3,2392,0.6
Jack S.,Product 7,703,1
Jack S.,Product 2,663,0.55
Meliana T.,Product 10,1726,5
John Doo,Product 3,2338,0.6
Jack S.,Product 4,669,0.7
Vlad P.,Product 8,2075,1.15
Homer J. S.,Product 8,718,1.15
D. Trump,Product 10,1807,5
Meliana T.,Product 3,550,0.6
Homer J. S.,Product 9,744,2
Winston C,Product 9,1267,2
Meliana T.,Product 5,1653,0.75
Winston C,Product 1,2466,0.5
John Doo,Product 4,476,0.7
Winston C,Product 1,222,0.5
D. Trump,Product 2,1167,0.55
Winston C,Product 4,470,0.7
Vlad P.,Product 5,2288,0.75
Homer J. S.,Product 6,2459,0.8
John Doo,Product 1,790,0.5
Meliana T.,Product 2,2306,0.55
John Doo,Product 7,493,1
Homer J. S.,Product 3,176,0.6
Bart S.,Product 1,826,0.5
John Doo,Product 6,695,0.8
John Doo,Product 10,535,5
Bart S.,Product 1,2347,0.5
Vlad P.,Product 7,1125,1
Bart S.,Product 7,646,1
Winston C,Product 3,1662,0.6
Bart S.,Product 7,1186,1
Meliana T.,Product 9,855,2
Vlad P.,Product 1,394,0.5
Bart S.,Product 1,2242,0.5
Jack S.,Product 7,2492,1
Vlad P.,Product 8,2119,1.15
Winston C,Product 10,1922,5
Bart S.,Product 9,143,2
Bart S.,Product 7,1891,1
Jack S.,Product 10,508,5
Homer J. S.,Product 3,460,0.6
Jack S.,Product 10,137,5
John Doo,Product 9,1191,2
Bart S.,Product 9,1547,2
Meliana T.,Product 4,1497,0.7
D. Trump,Product 10,762,5
Jack S.,Product 3,2018,0.6
John Doo,Product 9,1570,2
D. Trump,Product 3,1131,0.6
D. Trump,Product 8,1015,1.15
Homer J. S.,Product 6,2340,0.8
Meliana T.,Product 1,376,0.5
Vlad P.,Product 2,1247,0.55
Winston C,Product 5,1710,0.75
Winston C,Product 5,1018,0.75
Vlad P.,Product 8,782,1.15
Meliana T.,Product 7,498,1
Jack S.,Product 3,2469,0.6
Meliana T.,Product 9,1582,2
Winston C,Product 2,1538,0.55
Winston C,Product 6,1438,0.8
Meliana T.,Product 5,1612,0.75
Winston C,Product 5,1542,0.75
John Doo,Product 5,1629,0.75
John Doo,Product 4,1500,0.7
John Doo,Product 10,217,5
D. Trump,Product 1,717,0.5
Jack S.,Product 4,1692,0.7
Homer J. S.,Product 1,1228,0.5
Vlad P.,Product 8,2107,1.15
Meliana T.,Product 3,1502,0.6
John Doo,Product 8,1032,1.15
Vlad P.,Product 4,2283,0.7
D. Trump,Product 3,1674,0.6
Bart S.,Product 1,2470,0.5
John Doo,Product 1,2250,0.5
Winston C,Product 2,2001,0.55
Bart S.,Product 2,165,0.55
Vlad P.,Product 10,566,5
Homer J. S.,Product 7,791,1
John Doo,Product 7,1551,1
Winston C,Product 5,2342,0.75
Winston C,Product 8,1558,1.15
Homer J. S.,Product 8,1413,1.15
John Doo,Product 1,2209,0.5
Winston C,Product 2,1655,0.55
D. Trump,Product 7,567,1
Meliana T.,Product 2,1360,0.55
Homer J. S.,Product 8,1463,1.15
John Doo,Product 9,968,2
Homer J. S.,Product 6,1355,0.8
Winston C,Product 4,602,0.7
Winston C,Product 8,1714,1.15
Bart S.,Product 2,2189,0.55
D. Trump,Product 5,2399,0.75
Jack S.,Product 1,1772,0.5
Vlad P.,Product 4,2191,0.7
Homer J. S.,Product 8,1566,1.15
Vlad P.,Product 3,1984,0.6
Meliana T.,Product 5,1085,0.75
Homer J. S.,Product 6,2333,0.8
Homer J. S.,Product 9,982,2
Jack S.,Product 8,1304,1.15
Homer J. S.,Product 7,932,1
Homer J. S.,Product 5,1282,0.75
Vlad P.,Product 5,1780,0.75
Meliana T.,Product 4,218,0.7
Winston C,Product 9,1265,2
John Doo,Product 8,2475,1.15
Meliana T.,Product 1,1599,0.5
Jack S.,Product 3,512,0.6
Vlad P.,Product 2,2142,0.55
Bart S.,Product 1,2174,0.5
Bart S.,Product 4,1166,0.7
D. Trump,Product 2,1370,0.55
Winston C,Product 4,1123,0.7
Vlad P.,Product 4,613,0.7
D. Trump,Product 7,932,1
Vlad P.,Product 2,219,0.55
D. Trump,Product 7,445,1
Vlad P.,Product 3,2022,0.6
Meliana T.,Product 8,1210,1.15
Winston C,Product 8,1838,1.15
John Doo,Product 5,830,0.75
D. Trump,Product 9,1924,2
Bart S.,Product 2,323,0.55
Homer J. S.,Product 5,2069,0.75
Winston C,Product 3,892,0.6
Homer J. S.,Product 1,1950,0.5
Homer J. S.,Product 7,544,1
Winston C,Product 9,249,2
Meliana T.,Product 1,1608,0.5
John Doo,Product 10,565,5
John Doo,Product 3,913,0.6
John Doo,Product 10,1212,5
D. Trump,Product 7,1560,1
Bart S.,Product 7,2362,1
Meliana T.,Product 8,2458,1.15
D. Trump,Product 1,1579,0.5
John Doo,Product 10,917,5
Bart S.,Product 10,934,5
Jack S.,Product 10,1372,5
Bart S.,Product 4,1726,0.7
Meliana T.,Product 1,1045,0.5
D. Trump,Product 7,1365,1
D. Trump,Product 7,2225,1
D. Trump,Product 1,1473,0.5
Vlad P.,Product 7,1629,1
John Doo,Product 6,26,0.8
Vlad P.,Product 9,1396,2
Jack S.,Product 2,1561,0.55
D. Trump,Product 6,1258,0.8
Meliana T.,Product 8,803,1.15
Bart S.,Product 7,2068,1
Jack S.,Product 6,1358,0.8
Jack S.,Product 1,1503,0.5
Bart S.,Product 4,1941,0.7
John Doo,Product 1,439,0.5
Jack S.,Product 7,189,1
Winston C,Product 2,981,0.55
Vlad P.,Product 8,916,1.15
Bart S.,Product 3,1284,0.6
Winston C,Product 10,1455,5
Jack S.,Product 9,2050,2
Winston C,Product 10,1035,5
Meliana T.,Product 3,1852,0.6
Bart S.,Product 10,1071,5
John Doo,Product 9,816,2
Meliana T.,Product 4,680,0.7
Homer J. S.,Product 1,424,0.5
Meliana T.,Product 5,51,0.75
D. Trump,Product 8,1059,1.15
John Doo,Product 2,1060,0.55
John Doo,Product 9,2380,2
John Doo,Product 6,1850,0.8
Bart S.,Product 2,151,0.55
Vlad P.,Product 10,1810,5
Vlad P.,Product 10,2063,5
D. Trump,Product 8,321,1.15
Homer J. S.,Product 9,2410,2
Homer J. S.,Product 6,1308,0.8
John Doo,Product 9,1390,2
Meliana T.,Product 5,1570,0.75
Winston C,Product 6,695,0.8
Winston C,Product 10,388,5
John Doo,Product 4,26,0.7
Vlad P.,Product 8,1984,1.15
Winston C,Product 2,304,0.55
Homer J. S.,Product 7,2061,1
Winston C,Product 7,140,1
Meliana T.,Product 8,375,1.15
John Doo,Product 9,146,2
D. Trump,Product 8,1516,1.15
Meliana T.,Product 4,1915,0.7
Meliana T.,Product 10,474,5
Homer J. S.,Product 1,2315,0.5
Vlad P.,Product 10,1024,5
Jack S.,Product 5,1152,0.75
Bart S.,Product 6,1708,0.8
Homer J. S.,Product 10,815,5
Jack S.,Product 5,1397,0.75
Bart S.,Product 10,1667,5
Vlad P.,Product 9,1455,2
Meliana T.,Product 9,1723,2
Bart S.,Product 4,1808,0.7
Jack S.,Product 3,228,0.6
Vlad P.,Product 5,1267,0.75
Homer J. S.,Product 4,2349,0.7
John Doo,Product 3,122,0.6
Meliana T.,Product 7,206,1
Winston C,Product 2,341,0.55
John Doo,Product 2,1606,0.55
Vlad P.,Product 10,2042,5
